2020-01-22 00:58:03,b'Day 7 on our vacation without our luggage or any allowance. Worst part is that me and my son shared the bag and ALL\xe2\x80\xa6 https://t.co/MuLTb0Yjka'
2020-01-22 00:44:43,b'RT @RedBirdRight: Thank you @United Airlines! You are the absolute best! I can\xe2\x80\x99t thank you enough! #BackStage2020 #Core4 #Chicago #ILoveMyE\xe2\x80\xa6'
2020-01-22 00:33:27,b'Thank you @United Airlines! You are the absolute best! I can\xe2\x80\x99t thank you enough! #BackStage2020 #Core4 #Chicago\xe2\x80\xa6 https://t.co/YdrB3o5AJn'
2020-01-22 00:05:00,b'Rabbit flies in her own business-class seat..... #Rabbit #Japan #UnitedStates #SanFrancisco #UnitedAirlines https://t.co/ladZCcYYmG'
2020-01-21 23:58:14,"b'RT @GeminiJets: JUST LANDED! @GeminiJets 1:200-scale @united @GoJet_Airlines @Bombardier @BBD_Aircraft CRJ550, item G2UAL879. Buy it now! S\xe2\x80\xa6'"
2020-01-21 23:44:47,"b'RT @GeminiJets: JUST LANDED! @GeminiJets 1:200-scale @united @GoJet_Airlines @Bombardier @BBD_Aircraft CRJ550, item G2UAL879. Buy it now! S\xe2\x80\xa6'"
2020-01-21 23:42:10,"b'JUST LANDED! @GeminiJets 1:200-scale @united @GoJet_Airlines @Bombardier @BBD_Aircraft CRJ550, item G2UAL879. Buy i\xe2\x80\xa6 https://t.co/mFs9qR5AN3'"
2020-01-21 22:48:26,"b""RT @cassidysvacay: Take a look at United's newest 789 get photo bombed by an F-35! #avgeek #airforce #F35 #unitedairlines #aviationphotogra\xe2\x80\xa6"""
2020-01-21 22:36:43,"b""RT @cassidysvacay: Take a look at United's newest 789 get photo bombed by an F-35! #avgeek #airforce #F35 #unitedairlines #aviationphotogra\xe2\x80\xa6"""
2020-01-21 22:18:34,b'Hahaha!!  Ok Definite points for United Airlines.   This totally added to my daily fun factor! \xf0\x9f\xa4\xa3\xf0\x9f\x98\x82.    \n\xf0\x9f\x8e\xa7 \xe2\x80\x9cCopy that\xe2\x80\xa6 https://t.co/veKoRbvfoR'
2020-01-21 22:09:18,"b'RT @DenverRamp: With 1 week left before the start up of our baggage system BigBlue, we continue to regularly test the system to be certain\xe2\x80\xa6'"
2020-01-21 21:26:24,"b'RT @TommyMackATX: #Earnings releases the week January 20, 2020 are #Netflix, $NFLX, #FuelCellEnergy $FCEL, #Halliburton $HAL, #Intel $INTC,\xe2\x80\xa6'"
2020-01-21 21:05:00,b'Rabbit flies in her own business-class seat.... #Rabbit #Japan #UnitedStates #SanFrancisco #UnitedAirlines https://t.co/ladZCcYYmG'
2020-01-21 20:59:00,"b""Interested in $UAL's Q4 2019 earnings? Follow the live updates at: \nhttps://t.co/1zkyl42J9A #Airlines #Aviation\xe2\x80\xa6 https://t.co/n25aQEQSHa"""
2020-01-21 20:40:36,b'@united lead agent approached me at the gate and made me take off my FUCK TRUMP PINS.  The pilot complained. Bye by\xe2\x80\xa6 https://t.co/ZurPgtYLKb'
2020-01-21 19:55:48,"b'@united We flew #premiumeconomy #UA54 from Paris-Newark 01/18/20, Boeing 787, restrooms (3) were filthy, smelled of\xe2\x80\xa6 https://t.co/5rP5j2cfvI'"
2020-01-21 18:38:31,"b'RT @DenverRamp: With 1 week left before the start up of our baggage system BigBlue, we continue to regularly test the system to be certain\xe2\x80\xa6'"
2020-01-21 18:24:51,"b""RT @cassidysvacay: Take a look at United's newest 789 get photo bombed by an F-35! #avgeek #airforce #F35 #unitedairlines #aviationphotogra\xe2\x80\xa6"""
2020-01-21 18:05:00,b'Rabbit flies in her own business-class seat... #Rabbit #Japan #UnitedStates #SanFrancisco #UnitedAirlines https://t.co/ladZCcYYmG'
2020-01-21 18:01:56,"b'RT @lionrockgifts: @united #UnitedAirlines #UAL #avgeek #avgeeks @BoeingAirplanes #B727 photos have been added to our catalog, #InTheHangar\xe2\x80\xa6'"
2020-01-21 18:01:02,"b'@united #UnitedAirlines #UAL #avgeek #avgeeks @BoeingAirplanes #B727 photos have been added to our catalog,\xe2\x80\xa6 https://t.co/ErtFPrKWuX'"
2020-01-21 15:33:34,b'#InsaneNews: Rabbit flies in her own business-class seat #Rabbit #Japan #UnitedStates #SanFrancisco #UnitedAirlines https://t.co/AEhHhFS8Dl'
2020-01-21 15:30:17,"b""RT @cassidysvacay: Take a look at United's newest 789 get photo bombed by an F-35! #avgeek #airforce #F35 #unitedairlines #aviationphotogra\xe2\x80\xa6"""
2020-01-21 15:05:00,b'Rabbit flies in her own business-class seat.. #Rabbit #Japan #UnitedStates #SanFrancisco #UnitedAirlines https://t.co/ladZCdgzLg'
2020-01-21 14:43:17,b'Spotted someone familiar in the Sunday edition of the Chicago Tribune over the weekend! \xf0\x9f\x93\xb0 \xe2\x9c\x88\xef\xb8\x8f \n\nReally cool to see t\xe2\x80\xa6 https://t.co/vUkQoSTNXJ'
2020-01-21 14:25:15,"b'RT @DenverRamp: With 1 week left before the start up of our baggage system BigBlue, we continue to regularly test the system to be certain\xe2\x80\xa6'"
2020-01-21 14:00:50,b'#UnitedAirlines  No I\xe2\x80\x99m not a paid spokesman LOL these folks just exceeded all my expectations. Would recommend Uni\xe2\x80\xa6 https://t.co/LU3X8Eunns'
2020-01-21 13:59:58,b'#UnitedAirlines  I\xe2\x80\x99d like to give this flower to that wonderful crew on January 16 Guam to Honolulu where they assi\xe2\x80\xa6 https://t.co/wetfostqiy'
2020-01-21 13:57:57,b'#UnitedAirlines  What a great experience recently flew from Eugene Oregon to Palau. Four different flights amazing\xe2\x80\xa6 https://t.co/vIlHBTKjgl'
2020-01-21 13:49:44,"b'RT @DenverRamp: With 1 week left before the start up of our baggage system BigBlue, we continue to regularly test the system to be certain\xe2\x80\xa6'"
2020-01-21 12:05:00,b'Rabbit flies in her own business-class seat. #Rabbit #Japan #UnitedStates #SanFrancisco #UnitedAirlines https://t.co/ladZCcYYmG'
2020-01-21 09:05:00,b'Rabbit flies in her own business-class seat #Rabbit #Japan #UnitedStates #SanFrancisco #UnitedAirlines https://t.co/ladZCdgzLg'
2020-01-21 08:16:22,"b""RT @cassidysvacay: Take a look at United's newest 789 get photo bombed by an F-35! #avgeek #airforce #F35 #unitedairlines #aviationphotogra\xe2\x80\xa6"""
2020-01-21 06:32:13,b'Rabbit flies in her own business-class seat #Rabbit #Japan #UnitedStates #SanFrancisco #UnitedAirlines https://t.co/Sv8k2eRYgS'
2020-01-21 04:00:04,"b'With 1 week left before the start up of our baggage system BigBlue, we continue to regularly test the system to be\xe2\x80\xa6 https://t.co/EEACChjhV6'"
2020-01-21 03:56:09,b'#UAL...customer service at Newark baggage claim is awful.  Cannot even get an answer on whether or not bags came of\xe2\x80\xa6 https://t.co/ThakU1AfZo'
2020-01-21 02:55:41,b'@AmericanAir I have gone thru hell with your call back system. I called 45min ago agreed to be called back got call\xe2\x80\xa6 https://t.co/eSBNloGEGV'
2020-01-21 02:55:38,b'How can a luggage disappear after check in!? Day 6 on a vacation without by things.   #UnitedAirlines #lasvegas'
2020-01-21 02:55:24,b'@united worst WiFi I\xe2\x80\x99ve ever experienced. It took me an hour just to be able to pay you for this terrible WiFi. If\xe2\x80\xa6 https://t.co/NK8oIikEqk'
2020-01-21 02:34:34,"b'Leaving Houston (Brenham, TX in the distance) on UA 2157 IAH-SNA. Seat 8D on this quarter-century old A320 (N420UA)\xe2\x80\xa6 https://t.co/GE34MNn9dr'"
2020-01-21 00:33:17,b'RT @birrlad: Departing @DublinAirport this morning in nice winter sunlight @united Airlines @Boeing B78X N12010 in new colours. \n#avgeek #a\xe2\x80\xa6'
2020-01-21 00:30:00,b'RT @birrlad: Departing @DublinAirport this morning in nice winter sunlight @united Airlines @Boeing B78X N12010 in new colours. \n#avgeek #a\xe2\x80\xa6'
2020-01-21 00:29:26,b'RT @birrlad: Departing @DublinAirport this morning in nice winter sunlight @united Airlines @Boeing B78X N12010 in new colours. \n#avgeek #a\xe2\x80\xa6'
2020-01-21 00:01:28,b'Not a bad choice for a meal here in Houston! Beer and a Filet \xf0\x9f\xa4\xa4 #IAH #unitedairlines #layovers @ George Bush Interc\xe2\x80\xa6 https://t.co/asawlWE33V'
2020-01-20 23:54:02,b'Is that a kid in the aircraft cabin?#unitedairlines https://t.co/7pKKKAO4A4'
2020-01-20 23:32:59,"b""RT @cassidysvacay: Take a look at United's newest 789 get photo bombed by an F-35! #avgeek #airforce #F35 #unitedairlines #aviationphotogra\xe2\x80\xa6"""
2020-01-20 23:01:41,b'Piloting lesson with First Officer Daniel #unitedAIRLINES https://t.co/LD520POYEJ'
2020-01-20 22:56:29,"b'I hadn\xe2\x80\x99t flown #unitedAIRLINES in awhile til today.  Now I remember why.  My gosh, what a shit show.'"
2020-01-20 22:13:26,b'Coming into Texas from the Gulf of Mexico. UA 364 FLL to IAH then UA 2157 to SNA. #fll #iah #sna #unitedairlines\xe2\x80\xa6 https://t.co/SF8hIfRCWO'
2020-01-20 22:12:13,"b""RT @cassidysvacay: Take a look at United's newest 789 get photo bombed by an F-35! #avgeek #airforce #F35 #unitedairlines #aviationphotogra\xe2\x80\xa6"""
2020-01-20 21:51:28,"b""#Delta is the gold standard for #profitsharing . Here's what the benefits are. #UnitedAirlines #UAL  https://t.co/xqP7CQe0rN"""
2020-01-20 21:44:52,b'@united kept us waiting in the plane for 3.5 hours before canceling Flight 83 from Delhi to Newark. Pathetic servic\xe2\x80\xa6 https://t.co/mS3SKS1sCP'
